                  沪深300 (000300) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 ZQER.ER1   	 ZQER.ER2   	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2013/06/05	 2565.33	 2570.03	 2545.19	 2560.54	       45637192	    2593.90	    2603.60	    2581.15	    2539.53	45637192.00	60881304.00	67764224.00	       0.05	       0.07	      18.50	      23.70	     -10.39	
 2013/06/06	 2552.82	 2557.68	 2525.31	 2527.84	       52496528	    2572.60	    2598.10	    2581.15	    2538.01	52496528.00	57350552.00	64530840.00	       0.00	       0.07	      12.13	      21.38	     -18.51	
 2013/06/07	 2526.91	 2538.89	 2475.69	 2484.16	       61030896	    2548.10	    2586.80	    2578.32	    2535.96	61030896.00	57050728.00	64559512.00	       0.13	       0.09	       3.52	      17.81	     -28.59	
 2013/06/13	 2448.72	 2448.72	 2375.20	 2399.94	       69730064	    2507.60	    2566.85	    2571.77	    2532.76	69730064.00	59041384.00	65113292.00	       0.26	       0.14	      -9.99	      12.25	     -44.49	
 2013/06/14	 2404.42	 2420.36	 2396.49	 2416.77	       55964536	    2477.90	    2544.10	    2567.98	    2530.44	55964536.00	56972084.00	62290328.00	       0.16	       0.10	     -19.12	       5.98	     -50.19	
 2013/06/17	 2422.76	 2427.53	 2394.39	 2403.84	       50395712	    2446.50	    2520.20	    2562.80	    2528.38	50395712.00	57922356.00	59401832.00	       0.21	       0.09	     -27.08	      -0.64	     -52.90	
 2013/06/18	 2413.09	 2424.20	 2393.32	 2418.75	       48630380	    2424.70	    2498.65	    2556.10	    2526.46	48630380.00	57150668.00	57250612.00	       0.30	       0.09	     -31.83	      -6.87	     -49.90	
 2013/06/19	 2408.28	 2408.28	 2366.35	 2400.77	       54346260	    2408.00	    2478.05	    2546.52	    2524.13	54346260.00	55813736.00	56432232.00	       0.45	       0.10	     -36.61	     -12.82	     -47.58	
 2013/06/20	 2386.10	 2386.10	 2320.23	 2321.47	       55201020	    2392.30	    2449.95	    2532.13	    2521.12	55201020.00	52907212.00	55974296.00	       0.59	       0.13	     -46.27	     -19.51	     -53.52	
 2013/06/21	 2283.15	 2332.84	 2269.57	 2317.39	       58705800	    2372.40	    2425.15	    2517.25	    2517.66	58705800.00	53454440.00	55213260.00	       0.61	       0.15	     -53.64	     -26.34	     -54.60	
 2013/06/24	 2308.07	 2308.07	 2164.32	 2171.21	       86597256	    2325.90	    2386.20	    2494.90	    2510.34	86597256.00	60696168.00	59309260.00	       0.71	       0.30	     -70.46	     -35.16	     -70.59	
 2013/06/25	 2146.05	 2169.21	 2023.17	 2165.42	      107554880	    2275.20	    2349.95	    2474.02	    2502.85	107554880.00	72481176.00	64815924.00	       0.69	       0.31	     -83.30	     -44.79	     -77.01	
 2013/06/26	 2170.33	 2181.02	 2131.86	 2168.30	       79256424	    2228.80	    2318.40	    2452.60	    2495.35	79256424.00	77463552.00	66638644.00	       0.72	       0.31	     -92.17	     -54.27	     -75.82	
 2013/06/27	 2172.85	 2200.21	 2153.17	 2160.74	       75406752	    2196.60	    2294.45	    2430.65	    2487.81	75406752.00	81503848.00	67205528.00	       0.73	       0.31	     -98.68	     -63.15	     -71.07	
 2013/06/28	 2149.03	 2227.46	 2139.37	 2200.64	       79451328	    2173.30	    2272.85	    2408.48	    2481.57	79451328.00	85653912.00	69554176.00	       0.75	       0.26	     -99.48	     -70.41	     -58.12	
 2013/07/01	 2187.09	 2213.96	 2166.35	 2213.32	       57726228	    2181.70	    2253.80	    2387.00	    2475.40	57726228.00	79880192.00	70288176.00	       0.71	       0.25	     -97.95	     -75.92	     -44.06	
 2013/07/02	 2211.80	 2226.11	 2191.80	 2221.98	       61838848	    2193.00	    2234.10	    2366.38	    2470.77	61838848.00	70734640.00	71607912.00	       0.68	       0.20	     -94.95	     -79.73	     -30.44	
 2013/07/03	 2211.04	 2211.04	 2169.14	 2203.83	       65836024	    2200.10	    2214.45	    2346.25	    2465.93	65836024.00	68050944.00	72757248.00	       0.68	       0.21	     -92.96	     -82.37	     -21.18	
 2013/07/04	 2187.18	 2245.91	 2176.08	 2221.98	       72581144	    2212.40	    2204.50	    2327.23	    2461.40	72581144.00	67487336.00	74495592.00	       0.63	       0.19	     -88.90	     -83.68	     -10.44	
 2013/07/05	 2227.35	 2252.03	 2225.05	 2226.85	       61821776	    2217.60	    2195.45	    2310.30	    2457.08	61821776.00	63961496.00	74807704.00	       0.59	       0.18	     -84.32	     -83.81	      -1.02	
 2013/07/08	 2194.42	 2205.21	 2162.19	 2163.62	       54782492	    2207.70	    2194.70	    2290.45	    2451.75	54782492.00	63371672.00	71625936.00	       0.63	       0.22	     -84.81	     -84.01	      -1.60	
 2013/07/09	 2160.70	 2174.79	 2149.79	 2162.67	       41494432	    2195.80	    2194.40	    2272.18	    2446.58	41494432.00	59303528.00	65019084.00	       0.61	       0.21	     -84.30	     -84.07	      -0.47	
 2013/07/10	 2163.10	 2224.14	 2157.47	 2224.07	       61149780	    2199.80	    2199.95	    2259.18	    2442.16	61149780.00	58366360.00	63208652.00	       0.42	       0.18	     -78.05	     -82.86	       9.63	
 2013/07/11	 2232.16	 2351.22	 2232.16	 2326.69	      125793192	    2220.80	    2216.60	    2255.52	    2439.52	125793192.00	69007768.00	68247552.00	       0.11	       0.10	     -64.07	     -79.10	      30.07	
 2013/07/12	 2319.02	 2331.99	 2274.07	 2275.37	       89733080	    2230.40	    2224.00	    2248.43	    2436.14	89733080.00	74589800.00	69275648.00	       0.21	       0.12	     -56.48	     -74.58	      36.19	
 2013/07/15	 2289.76	 2336.04	 2274.67	 2307.30	       74757888	    2259.20	    2233.45	    2243.63	    2433.56	74757888.00	78585856.00	70978768.00	       0.14	       0.09	     -47.35	     -69.13	      43.57	
 2013/07/16	 2300.83	 2317.85	 2281.94	 2317.85	       65624156	    2290.30	    2243.05	    2238.57	    2431.58	65624156.00	83412584.00	71358056.00	       0.15	       0.07	     -38.81	     -63.07	      48.52	
 2013/07/17	 2311.44	 2326.92	 2281.61	 2282.84	       67655248	    2302.00	    2250.90	    2232.68	    2428.63	67655248.00	84711832.00	71539096.00	       0.17	       0.11	     -34.47	     -57.35	      45.75	
 2013/07/18	 2272.95	 2282.43	 2241.93	 2245.33	       57144292	    2285.70	    2253.25	    2228.88	    2425.08	57144292.00	70983680.00	69995728.00	       0.11	       0.13	     -33.67	     -52.61	      37.88	
 2013/07/19	 2248.13	 2257.92	 2188.75	 2190.48	       70535280	    2268.80	    2249.60	    2222.52	    2420.51	70535280.00	67143272.00	70866536.00	       0.18	       0.16	     -37.04	     -49.50	      24.92	
 2013/07/22	 2170.09	 2203.06	 2159.81	 2202.19	       53283496	    2247.70	    2253.45	    2224.07	    2414.98	53283496.00	62849024.00	70717440.00	       0.05	       0.20	     -38.32	     -47.26	      17.89	
 2013/07/23	 2211.59	 2276.74	 2206.76	 2265.85	       74809728	    2237.30	    2263.80	    2229.10	    2410.57	74809728.00	64685672.00	74049128.00	       0.16	       0.15	     -33.81	     -44.57	      21.53	
 2013/07/24	 2253.38	 2265.58	 2217.19	 2249.15	       69592304	    2230.60	    2266.30	    2233.13	    2407.23	69592304.00	65073972.00	74892904.00	       0.12	       0.12	     -31.22	     -41.90	      21.37	
 2013/07/25	 2255.22	 2268.84	 2227.85	 2237.68	       65774316	    2229.10	    2257.40	    2237.00	    2402.93	65774316.00	66799208.00	68891440.00	       0.12	       0.16	     -29.75	     -39.47	      19.44	
 2013/07/26	 2226.43	 2238.42	 2209.81	 2224.01	       48941096	    2235.80	    2252.30	    2238.15	    2398.87	48941096.00	62480384.00	64811828.00	       0.04	       0.15	     -29.35	     -37.45	      16.19	
 2013/07/29	 2205.08	 2205.08	 2169.02	 2175.97	       54600924	    2230.60	    2239.15	    2236.30	    2394.35	54600924.00	62742528.00	62795776.00	       0.06	       0.16	     -32.54	     -36.46	       7.86	
 2013/07/30	 2184.01	 2221.59	 2162.98	 2189.39	       55193624	    2215.30	    2226.30	    2234.68	    2390.01	55193624.00	58820200.00	61752936.00	       0.05	       0.16	     -33.59	     -35.89	       4.60	
 2013/07/31	 2211.75	 2235.38	 2187.21	 2193.02	       48327056	    2204.10	    2217.35	    2234.13	    2385.01	48327056.00	54566912.00	59820440.00	       0.02	       0.18	     -33.74	     -35.46	       3.43	
 2013/08/01	 2206.00	 2245.56	 2200.63	 2245.36	       62603996	    2205.50	    2217.30	    2235.27	    2380.32	62603996.00	53932852.00	60366028.00	       0.03	       0.17	     -29.30	     -34.23	       9.85	
 2013/08/02	 2263.49	 2274.71	 2244.25	 2247.26	       60890892	    2210.20	    2223.00	    2236.30	    2375.63	60890892.00	56323276.00	59401832.00	       0.03	       0.17	     -25.34	     -32.45	      14.22	
 2013/08/05	 2249.98	 2278.33	 2243.22	 2278.33	       55342152	    2230.60	    2230.60	    2242.02	    2371.21	55342152.00	56472372.00	59607448.00	       0.18	       0.16	     -19.47	     -29.85	      20.77	
 2013/08/06	 2270.67	 2302.48	 2256.72	 2293.64	       73746896	    2251.50	    2233.40	    2248.60	    2367.31	73746896.00	60181708.00	59500952.00	       0.20	       0.14	     -13.42	     -26.57	      26.29	
 2013/08/07	 2292.38	 2313.88	 2276.86	 2280.62	       73048696	    2269.00	    2236.55	    2251.43	    2362.98	73048696.00	65126400.00	59846656.00	       0.09	       0.16	      -9.57	     -23.17	      27.19	
 2013/08/08	 2277.25	 2297.63	 2267.07	 2276.78	       53098432	    2275.40	    2240.45	    2248.93	    2358.74	53098432.00	63225856.00	58579352.00	       0.10	       0.15	      -6.75	     -19.89	      26.26	
 2013/08/09	 2288.51	 2301.59	 2258.33	 2286.01	       64600016	    2283.10	    2246.65	    2249.48	    2355.29	64600016.00	63968052.00	60145664.00	       0.02	       0.13	      -3.73	     -16.65	      25.85	
 2013/08/12	 2296.22	 2352.89	 2293.18	 2352.79	       97863216	    2298.00	    2264.30	    2251.73	    2352.72	97863216.00	72471344.00	64471860.00	       0.09	       0.09	       4.01	     -12.52	      33.06	
 2013/08/13	 2352.88	 2360.83	 2340.73	 2359.07	       78393632	    2311.00	    2281.25	    2253.77	    2349.48	78393632.00	73400320.00	66791016.00	       0.08	       0.12	      10.52	      -7.91	      36.87	
 2013/08/14	 2362.62	 2386.60	 2340.83	 2349.08	       75942128	    2324.70	    2296.85	    2257.10	    2345.43	75942128.00	73980312.00	69553360.00	       0.14	       0.15	      14.71	      -3.39	      36.20	
 2013/08/15	 2348.84	 2362.09	 2319.78	 2321.58	       61951852	    2333.70	    2304.55	    2260.93	    2340.64	61951852.00	75749784.00	69487824.00	       0.16	       0.18	      15.63	       0.42	      30.43	
 2013/08/16	 2314.26	 2423.08	 2295.02	 2304.14	      120369560	    2337.30	    2310.20	    2266.60	    2335.46	120369560.00	86904016.00	75436032.00	       0.26	       0.19	      14.79	       3.29	      22.99	
 2013/08/19	 2286.20	 2340.19	 2284.08	 2331.43	       72483224	    2333.10	    2315.55	    2273.07	    2330.68	72483224.00	81828248.00	77149800.00	       0.29	       0.17	      16.13	       5.86	      20.54	
 2013/08/20	 2325.86	 2353.41	 2303.67	 2312.47	       73086344	    2323.80	    2317.40	    2275.40	    2326.18	73086344.00	80766568.00	77083440.00	       0.11	       0.16	      15.49	       7.78	      15.41	
 2013/08/21	 2320.58	 2321.64	 2291.05	 2308.59	       55007384	    2315.70	    2320.20	    2278.38	    2321.37	55007384.00	76578816.00	75279568.00	       0.15	       0.18	      14.50	       9.13	      10.74	
 2013/08/22	 2302.67	 2329.14	 2297.02	 2303.93	       55338104	    2312.10	    2322.90	    2281.68	    2316.44	55338104.00	75256624.00	75503208.00	       0.17	       0.18	      13.18	       9.94	       6.49	
 2013/08/23	 2314.87	 2321.04	 2251.92	 2286.93	       68967136	    2308.70	    2323.00	    2284.82	    2310.48	68967136.00	64975668.00	75939840.00	       0.16	       0.22	      10.65	      10.08	       1.14	
 2013/08/26	 2294.76	 2336.38	 2288.50	 2335.62	       70371040	    2309.50	    2321.30	    2292.80	    2305.37	70371040.00	64552960.00	73190608.00	       0.41	       0.18	      12.43	      10.55	       3.75	
 2013/08/27	 2332.80	 2345.11	 2322.46	 2340.88	       65990332	    2315.20	    2319.50	    2300.38	    2300.48	65990332.00	63135744.00	71951152.00	       0.39	       0.18	      14.10	      11.26	       5.68	
 2013/08/28	 2326.10	 2345.36	 2307.04	 2328.06	       89256176	    2319.10	    2317.40	    2307.13	    2295.83	89256176.00	69984256.00	73281536.00	       0.34	       0.17	      14.22	      11.85	       4.74	
 2013/08/29	 2338.56	 2342.32	 2308.15	 2318.31	       66085416	    2321.90	    2317.00	    2310.77	    2291.09	66085416.00	72133840.00	73695232.00	       0.21	       0.17	      13.38	      12.16	       2.45	
 2013/08/30	 2315.91	 2334.41	 2303.61	 2313.91	       87654512	    2327.30	    2318.00	    2314.10	    2286.90	87654512.00	75871024.00	70423344.00	       0.19	       0.16	      12.22	      12.17	       0.10	
 2013/09/02	 2319.96	 2329.87	 2297.45	 2320.34	       79510248	    2324.30	    2316.90	    2316.23	    2282.90	79510248.00	77699480.00	71126224.00	       0.13	       0.15	      11.68	      12.07	      -0.78	
 2013/09/03	 2326.23	 2354.86	 2321.30	 2354.50	       80554008	    2327.00	    2321.10	    2319.25	    2280.01	80554008.00	80612560.00	71874152.00	       0.18	       0.11	      13.85	      12.43	       2.85	
 2013/09/04	 2352.54	 2360.66	 2345.44	 2350.70	       78725760	    2331.50	    2325.30	    2322.75	    2277.78	78725760.00	78507216.00	74245736.00	       0.21	       0.08	      15.09	      12.96	       4.26	
 2013/09/05	 2350.93	 2351.22	 2336.75	 2341.74	       62951384	    2336.30	    2329.10	    2326.00	    2276.82	62951384.00	77879704.00	75006768.00	       0.19	       0.04	      15.17	      13.40	       3.54	
 2013/09/06	 2336.77	 2361.18	 2335.93	 2357.78	       73340112	    2345.00	    2336.15	    2329.57	    2275.82	73340112.00	75017424.00	75444224.00	       0.21	       0.04	      16.35	      13.99	       4.71	
 2013/09/09	 2374.26	 2449.25	 2372.69	 2440.61	      149889632	    2369.00	    2346.65	    2333.98	    2276.44	149889632.00	89092912.00	83396200.00	       0.24	       0.02	      23.69	      15.93	      15.51	
 2013/09/10	 2446.45	 2475.19	 2435.83	 2474.89	      154856000	    2393.10	    2360.05	    2339.77	    2277.38	154856000.00	103951568.00	92282064.00	       0.29	       0.04	      31.90	      19.12	      25.56	
 2013/09/11	 2483.79	 2504.47	 2471.62	 2482.89	      166914976	    2419.60	    2375.55	    2346.48	    2278.75	166914976.00	121590576.00	100048896.00	       0.34	       0.05	      38.61	      23.02	      31.18	
 2013/09/12	 2480.47	 2527.38	 2469.72	 2507.45	      145173168	    2452.70	    2394.50	    2355.75	    2281.85	145173168.00	138035200.00	107957456.00	       0.48	       0.12	      45.39	      27.50	      35.79	
 2013/09/13	 2502.54	 2515.78	 2481.45	 2488.90	      110775048	    2479.00	    2412.00	    2365.00	    2284.71	110775048.00	145521056.00	110269232.00	       0.47	       0.11	      48.70	      31.74	      33.93	
 2013/09/16	 2501.08	 2503.69	 2467.13	 2478.39	      105383280	    2486.60	    2427.80	    2372.35	    2289.83	105383280.00	136619616.00	112856272.00	       0.39	       0.22	      49.91	      35.37	      29.07	
 2013/09/17	 2480.81	 2481.71	 2426.46	 2427.32	       99459984	    2477.00	    2435.05	    2378.07	    2294.19	99459984.00	125540760.00	114746160.00	       0.28	       0.18	      46.21	      37.54	      17.33	
 2013/09/18	 2426.04	 2439.63	 2407.24	 2432.51	       71040760	    2466.90	    2443.25	    2384.27	    2298.59	71040760.00	106364928.00	113977752.00	       0.30	       0.18	      43.19	      38.67	       9.05	
 2013/09/23	 2441.52	 2473.16	 2439.99	 2472.29	       80128352	    2459.90	    2456.30	    2392.70	    2303.79	80128352.00	93357672.00	115696432.00	       0.38	       0.21	      43.51	      39.64	       7.75	
 2013/09/24	 2470.71	 2470.75	 2420.09	 2443.89	       97853016	    2450.90	    2464.95	    2400.55	    2307.84	97853016.00	90773912.00	118147480.00	       0.35	       0.17	      41.00	      39.91	       2.19	
 2013/09/25	 2440.84	 2455.04	 2423.28	 2429.03	       90518416	    2441.00	    2463.80	    2405.23	    2311.44	90518416.00	87800216.00	112209920.00	       0.22	       0.15	      37.39	      39.41	      -4.04	
 2013/09/26	 2422.63	 2422.63	 2382.54	 2384.44	       86236768	    2432.40	    2454.70	    2407.38	    2314.14	86236768.00	85155840.00	105348304.00	       0.09	       0.11	      30.57	      37.64	     -14.14	
 2013/09/27	 2382.22	 2402.20	 2379.86	 2394.97	       65971508	    2424.90	    2445.90	    2410.73	    2317.32	65971508.00	84141672.00	95253296.00	       0.15	       0.13	      25.72	      35.25	     -19.08	
 2013/09/30	 2406.21	 2415.07	 2397.22	 2409.04	       59513992	    2412.20	    2436.05	    2415.27	    2320.44	59513992.00	80017816.00	86687744.00	       0.20	       0.12	      22.75	      32.75	     -20.01	
 2013/10/08	 2406.42	 2446.70	 2392.57	 2441.81	       84785504	    2411.80	    2431.35	    2421.68	    2324.02	84785504.00	77404568.00	84089240.00	       0.26	       0.14	      22.77	      30.76	     -15.97	
 2013/10/09	 2432.94	 2453.75	 2424.77	 2453.58	       76277648	    2416.70	    2428.85	    2428.32	    2328.86	76277648.00	74557032.00	81178624.00	       0.27	       0.20	      23.47	      29.30	     -11.65	
 2013/10/10	 2455.64	 2455.98	 2422.02	 2429.32	       90329704	    2425.80	    2429.10	    2432.07	    2333.31	90329704.00	75376232.00	80266032.00	       0.15	       0.18	      21.82	      27.80	     -11.97	
 2013/10/11	 2442.36	 2471.16	 2439.63	 2468.51	       93388264	    2440.50	    2432.70	    2437.98	    2337.38	93388264.00	80859952.00	82500816.00	       0.23	       0.17	      23.40	      26.92	      -7.04	
 2013/10/14	 2472.27	 2483.13	 2462.55	 2472.54	      100081304	    2453.20	    2432.70	    2444.50	    2339.81	100081304.00	88973312.00	84495568.00	       0.25	       0.11	      24.70	      26.48	      -3.56	
 2013/10/15	 2475.32	 2479.13	 2449.42	 2467.52	       89173496	    2458.30	    2435.05	    2450.00	    2343.02	89173496.00	89849856.00	83627216.00	       0.22	       0.14	      25.03	      26.19	      -2.32	
 2013/10/16	 2459.08	 2459.08	 2409.72	 2421.37	       88979832	    2451.90	    2434.30	    2449.05	    2344.92	88979832.00	92391016.00	83474024.00	       0.04	       0.08	      21.32	      25.21	      -7.79	
 2013/10/17	 2432.64	 2440.92	 2407.78	 2413.33	       71222472	    2448.60	    2437.20	    2445.95	    2346.50	71222472.00	88568624.00	81972432.00	       0.14	       0.07	      17.53	      23.68	     -12.29	
 2013/10/18	 2415.12	 2435.71	 2410.60	 2426.05	       60291632	    2440.20	    2440.35	    2443.13	    2348.90	60291632.00	81949488.00	81404720.00	       0.13	       0.11	      15.38	      22.02	     -13.28	
 2013/10/21	 2431.92	 2472.79	 2423.56	 2471.32	       84909792	    2439.90	    2446.55	    2441.30	    2352.66	84909792.00	78915176.00	83944240.00	       0.08	       0.17	      17.13	      21.04	      -7.82	
 2013/10/22	 2470.25	 2470.25	 2439.86	 2445.89	       90703032	    2435.60	    2446.95	    2439.15	    2356.92	90703032.00	79221552.00	84535704.00	       0.09	       0.20	      16.28	      20.09	      -7.62	
 2013/10/23	 2451.56	 2474.37	 2412.48	 2418.49	       91545352	    2435.00	    2443.45	    2436.15	    2360.52	91545352.00	79734376.00	86062696.00	       0.12	       0.16	      13.24	      18.72	     -10.96	
 2013/10/24	 2412.24	 2422.94	 2395.47	 2400.51	       64560820	    2432.50	    2440.55	    2434.82	    2362.77	64560820.00	78402352.00	83485488.00	       0.06	       0.11	       9.27	      16.83	     -15.12	
 2013/10/25	 2400.52	 2413.33	 2353.99	 2368.56	       77070184	    2420.90	    2430.55	    2431.63	    2364.76	77070184.00	81757800.00	81853648.00	       0.13	       0.09	       3.51	      14.16	     -21.31	
 2013/10/28	 2372.57	 2377.25	 2351.86	 2365.95	       62876152	    2399.90	    2419.90	    2426.30	    2366.89	62876152.00	77350504.00	78132840.00	       0.24	       0.10	      -1.26	      11.08	     -24.67	
 2013/10/29	 2369.22	 2408.62	 2327.90	 2372.05	      106737832	    2385.10	    2410.35	    2422.70	    2369.36	106737832.00	80558488.00	79890024.00	       0.17	       0.12	      -4.49	       7.97	     -24.91	
 2013/10/30	 2371.85	 2407.85	 2365.51	 2407.47	       92178128	    2382.90	    2408.95	    2421.63	    2373.22	92178128.00	80684648.00	80209512.00	       0.05	       0.18	      -4.14	       5.54	     -19.37	
 2013/10/31	 2398.39	 2398.39	 2370.23	 2373.72	       82736960	    2377.50	    2405.00	    2421.10	    2376.28	82736960.00	84320256.00	81361304.00	       0.02	       0.14	      -6.52	       3.13	     -19.30	
 2013/11/01	 2373.96	 2395.00	 2365.15	 2384.96	       63055760	    2380.80	    2400.85	    2420.60	    2379.48	63055760.00	81516952.00	81637376.00	       0.02	       0.15	      -7.40	       1.03	     -16.86	
 2013/11/04	 2397.21	 2404.90	 2376.36	 2380.45	       51798460	    2383.70	    2391.80	    2419.18	    2381.74	51798460.00	79301840.00	78326168.00	       0.07	       0.11	      -8.38	      -0.86	     -15.04	
 2013/11/05	 2366.88	 2385.69	 2343.80	 2383.77	       62084488	    2386.10	    2385.60	    2416.27	    2384.02	62084488.00	70370920.00	75464704.00	       0.15	       0.11	      -8.78	      -2.44	     -12.68	
 2013/11/06	 2371.32	 2383.54	 2352.79	 2353.57	       63776664	    2375.30	    2379.10	    2411.27	    2385.27	63776664.00	64690584.00	72687616.00	       0.24	       0.06	     -11.40	      -4.23	     -14.34	
 2013/11/07	 2351.87	 2356.67	 2328.25	 2340.55	       54821748	    2368.70	    2373.10	    2406.82	    2386.05	54821748.00	59106920.00	71713584.00	       0.22	       0.04	     -14.37	      -6.26	     -16.21	
 2013/11/08	 2329.08	 2342.67	 2306.04	 2307.95	       53788508	    2353.30	    2367.05	    2398.80	    2386.51	53788508.00	57253888.00	69385424.00	       0.40	       0.02	     -19.13	      -8.83	     -20.59	
 2013/11/11	 2305.94	 2325.23	 2295.00	 2315.89	       45739456	    2340.40	    2362.05	    2390.98	    2387.16	45739456.00	56043112.00	67672472.00	       0.39	       0.03	     -22.00	     -11.47	     -21.07	
 2013/11/12	 2319.36	 2342.53	 2316.60	 2340.00	       52687544	    2331.60	    2358.85	    2384.60	    2388.06	52687544.00	54162228.00	62266572.00	       0.30	       0.04	     -22.08	     -13.59	     -16.99	
 2013/11/13	 2325.36	 2325.56	 2287.55	 2288.12	       59848832	    2318.50	    2346.90	    2377.93	    2386.98	59848832.00	53377432.00	59034008.00	       0.31	       0.05	     -26.03	     -16.08	     -19.91	
 2013/11/14	 2291.27	 2305.70	 2279.01	 2304.50	       57310356	    2311.30	    2340.00	    2372.50	    2386.07	57310356.00	53875508.00	56491212.00	       0.25	       0.04	     -27.52	     -18.37	     -18.31	
 2013/11/15	 2306.55	 2377.21	 2306.55	 2350.73	       86391768	    2319.80	    2336.55	    2368.70	    2386.10	86391768.00	60396340.00	58825112.00	       0.16	       0.00	     -24.69	     -19.63	     -10.12	
 2013/11/18	 2367.88	 2429.57	 2361.04	 2428.90	      110034632	    2342.40	    2341.40	    2366.60	    2387.88	110034632.00	73254504.00	64648808.00	       0.08	       0.08	     -15.95	     -18.90	       5.89	
 2013/11/19	 2427.93	 2427.93	 2405.08	 2412.16	       78648296	    2356.90	    2344.25	    2364.93	    2389.69	78648296.00	78446592.00	66304408.00	       0.07	       0.08	     -10.26	     -17.17	      13.81	
 2013/11/20	 2428.77	 2435.43	 2406.42	 2424.85	       72291800	    2384.20	    2351.35	    2365.23	    2391.24	72291800.00	80935320.00	67156376.00	       0.01	       0.07	      -4.67	     -14.67	      19.99	
 2013/11/21	 2412.45	 2415.38	 2382.88	 2409.99	       87706680	    2405.30	    2358.30	    2365.70	    2392.87	87706680.00	87013784.00	70444648.00	       0.02	       0.07	      -1.43	     -12.02	      21.19	
 2013/11/22	 2415.29	 2419.00	 2393.58	 2397.96	       75000672	    2414.80	    2367.30	    2367.18	    2394.36	75000672.00	84736408.00	72566376.00	       0.06	       0.07	       0.17	      -9.58	      19.51	
 2013/11/25	 2385.78	 2418.85	 2380.69	 2388.63	       66144736	    2406.70	    2374.55	    2368.30	    2395.77	66144736.00	75957864.00	74606184.00	       0.05	       0.06	       0.68	      -7.53	      16.42	
 2013/11/26	 2387.83	 2399.02	 2380.41	 2387.42	       59185864	    2401.70	    2379.30	    2369.07	    2397.44	59185864.00	72066664.00	75256624.00	       0.03	       0.08	       0.97	      -5.83	      13.61	
 2013/11/27	 2386.36	 2422.81	 2383.78	 2414.48	       75294088	    2399.70	    2391.95	    2369.43	    2398.76	75294088.00	72666320.00	76800816.00	       0.02	       0.06	       3.35	      -3.99	      14.69	
 2013/11/28	 2419.15	 2460.56	 2417.24	 2439.53	       90660408	    2405.60	    2405.45	    2372.73	    2400.40	90660408.00	73257776.00	80135784.00	       0.15	       0.07	       7.17	      -1.76	      17.87	
 2013/11/29	 2442.68	 2446.39	 2432.39	 2438.94	       61803744	    2413.80	    2414.30	    2375.43	    2402.25	61803744.00	70616680.00	77676544.00	       0.13	       0.08	      10.04	       0.60	      18.88	
 2013/12/02	 2423.97	 2464.86	 2397.01	 2418.79	      119655120	    2419.90	    2413.30	    2377.35	    2403.93	119655120.00	81320344.00	78639104.00	       0.09	       0.08	      10.56	       2.59	      15.94	
 2013/12/03	 2410.69	 2448.33	 2406.66	 2442.78	       74455752	    2430.90	    2416.30	    2380.27	    2406.07	74455752.00	84372688.00	78219672.00	       0.13	       0.10	      12.77	       4.63	      16.28	
 2013/12/04	 2439.82	 2486.64	 2434.69	 2475.14	      102650232	    2443.10	    2421.40	    2386.38	    2408.66	102650232.00	89844944.00	81255632.00	       0.26	       0.11	      16.93	       7.09	      19.68	
 2013/12/05	 2476.45	 2481.75	 2460.58	 2468.20	       77708928	    2448.80	    2427.20	    2392.75	    2410.55	77708928.00	87254632.00	80256208.00	       0.28	       0.08	      19.44	       9.56	      19.77	
 2013/12/06	 2463.04	 2470.81	 2445.62	 2452.29	       66114088	    2451.50	    2432.65	    2399.98	    2412.25	66114088.00	88118064.00	79367376.00	       0.33	       0.07	      19.92	      11.63	      16.58	
 2013/12/09	 2460.03	 2468.95	 2445.94	 2450.87	       57164884	    2457.80	    2438.85	    2406.70	    2414.06	57164884.00	75618712.00	78469528.00	       0.31	       0.08	      19.96	      13.30	      13.32	
 2013/12/10	 2456.23	 2466.66	 2444.53	 2453.32	       66941424	    2460.00	    2445.45	    2412.38	    2415.66	66941424.00	74116304.00	79244496.00	       0.27	       0.07	      19.95	      14.63	      10.65	
 2013/12/11	 2440.50	 2440.50	 2400.74	 2412.76	       68075144	    2447.40	    2445.25	    2418.60	    2415.19	68075144.00	67200616.00	78522776.00	       0.31	       0.02	      16.49	      15.00	       2.97	
 2013/12/12	 2406.77	 2423.31	 2402.77	 2410.02	       50147720	    2435.90	    2442.35	    2423.90	    2414.12	50147720.00	61689036.00	74471832.00	       0.27	       0.05	      13.37	      14.67	      -2.62	
 2013/12/13	 2388.66	 2416.26	 2386.25	 2406.64	       51501196	    2426.70	    2439.10	    2426.70	    2412.84	51501196.00	58766132.00	73442096.00	       0.16	       0.06	      10.50	      13.84	      -6.68	
 2013/12/16	 2408.68	 2412.73	 2367.43	 2367.92	       64581672	    2410.20	    2434.00	    2423.65	    2410.52	64581672.00	60248884.00	67933800.00	       0.20	       0.11	       5.04	      12.08	     -14.07	
 2013/12/17	 2369.26	 2373.29	 2351.18	 2356.38	       48483892	    2390.70	    2425.35	    2420.82	    2408.30	48483892.00	56557568.00	65336936.00	       0.18	       0.10	      -0.21	       9.62	     -19.66	
